timestamp,x,y
1765522549.0096326,860,935
1765522549.0199895,860,935
1765522549.0304792,860,935
1765522549.040928,860,935
1765522549.0512452,860,935
1765522549.0617807,860,935
1765522549.071976,860,935
1765522549.08252,860,935
1765522549.0929155,860,935
1765522549.1037505,860,935
1765522549.1147084,860,935
1765522549.1248815,860,935
1765522549.1356208,860,935
1765522549.146173,860,935
1765522549.1566164,860,935
1765522549.1673024,860,935
1765522549.177625,860,935
1765522549.1878614,860,935
1765522549.1983528,860,935
1765522549.2085867,860,935
1765522549.2188802,860,935
1765522549.229329,860,935
1765522549.2398884,860,935
1765522549.2503393,860,935
1765522549.260507,860,935
1765522549.271131,860,935
1765522549.281525,860,935
1765522549.2917705,860,935
1765522549.3022454,860,935
1765522549.3126276,860,935
1765522549.3234043,860,935
1765522549.333644,860,935
1765522549.344114,860,935
1765522549.3546655,860,935
1765522549.3649647,860,935
1765522549.3754003,860,935
1765522549.3859837,860,935
1765522549.3967261,860,935
1765522549.4072323,860,935
1765522549.4178102,860,935
1765522549.4279807,860,935
1765522549.438217,860,935
1765522549.4486845,860,935
1765522549.4589798,860,935
1765522549.469233,860,935
1765522549.4799445,860,935
1765522549.4904075,860,935
1765522549.5009751,860,935
1765522549.5114524,860,935
1765522549.5219538,860,935
1765522549.5322394,860,935
1765522549.5426962,860,935
1765522549.5529792,860,935
1765522549.563258,860,935
1765522549.5734293,860,935
1765522549.5840178,860,935
1765522549.5942216,860,935
1765522549.6048899,860,935
1765522549.615361,860,935
1765522549.6255286,860,935
1765522549.6362536,860,935
1765522549.6467652,860,935
1765522549.657267,860,935
1765522549.6677473,860,935
1765522549.678048,860,935
1765522549.6883738,860,935
1765522549.6987402,860,935
1765522549.709072,860,935
1765522549.7195606,860,935
1765522549.7299168,860,935
1765522549.7404342,860,935
1765522549.751001,860,935
1765522549.7616045,860,935
1765522549.771823,860,935
1765522549.7824216,860,935
1765522549.7930408,860,935
1765522549.8036718,860,935
1765522549.8142774,860,935
1765522549.8247836,860,935
1765522549.834916,860,935
1765522549.8452923,860,935
1765522549.8557625,860,935
1765522549.8670692,860,935
1765522549.8776782,860,935
1765522549.8879235,860,935
1765522549.8983076,860,935
1765522549.909023,860,935
1765522549.9191947,860,935
1765522549.9299543,860,935
1765522549.9403934,860,935
1765522549.9510627,860,935
1765522549.9615939,860,935
1765522549.9721262,860,935
1765522549.9826891,860,935
1765522549.9932234,860,935
1765522550.0037954,860,935
1765522550.0140362,860,935
1765522550.0243835,860,935
1765522550.035112,860,935
1765522550.045747,860,935
1765522550.0571053,860,935
1765522550.0675836,860,935
1765522550.0776937,860,935
1765522550.0882792,860,935
1765522550.0988286,860,935
1765522550.1091182,860,935
1765522550.119562,860,935
1765522550.1303983,860,935
1765522550.1405926,860,935
1765522550.1507516,860,935
1765522550.1610432,860,935
1765522550.1712108,860,935
1765522550.1814327,860,935
1765522550.191795,860,935
1765522550.2023213,860,935
1765522550.2126887,860,935
1765522550.223049,860,935
1765522550.2335458,860,935
1765522550.2438195,860,935
1765522550.2541373,860,935
1765522550.2646112,860,935
1765522550.2750432,860,935
1765522550.285237,860,935
1765522550.295805,860,935
1765522550.305977,860,935
1765522550.3172371,860,935
1765522550.3278444,860,935
1765522550.338404,860,935
1765522550.3487647,860,935
1765522550.3593485,860,935
1765522550.3695314,860,935
1765522550.3802543,860,935
1765522550.390851,860,935
1765522550.4009914,860,935
1765522550.411427,860,935
1765522550.4218123,860,935
1765522550.432392,860,935
1765522550.4428957,860,935
1765522550.4534662,860,935
1765522550.463582,860,935
1765522550.4737582,860,935
1765522550.48409,860,935
1765522550.4942925,860,935
1765522550.5045989,860,935
1765522550.5151596,860,935
1765522550.5253513,860,935
1765522550.5357132,860,935
1765522550.5467734,860,935
1765522550.5569928,860,935
1765522550.5675364,860,935
1765522550.5780504,860,935
1765522550.5885587,860,935
1765522550.5989082,860,935
1765522550.6092327,860,935
1765522550.6195428,860,935
1765522550.6296437,860,935
1765522550.6402888,860,935
1765522550.6505315,860,935
1765522550.6609619,860,935
1765522550.671399,860,935
1765522550.6817014,860,935
1765522550.6921625,860,935
1765522550.7028043,860,935
1765522550.713287,860,935
1765522550.7235956,860,935
1765522550.733925,860,935
1765522550.7440896,860,935
1765522550.754198,860,935
1765522550.7645748,860,935
1765522550.7753243,860,935
1765522550.7854862,860,935
1765522550.796205,860,935
1765522550.806449,860,935
1765522550.8167174,860,935
1765522550.8270633,860,935
1765522550.8376966,860,935
1765522550.8479104,860,935
1765522550.8583503,860,935
1765522550.8689115,860,935
1765522550.8793638,860,935
1765522550.8900042,860,935
1765522550.9005747,860,935
1765522550.9108462,860,935
1765522550.9215105,860,935
1765522550.932214,860,935
1765522550.942515,860,935
1765522550.9527242,860,935
1765522550.962855,860,935
1765522550.9734108,860,935
1765522550.983512,860,935
1765522550.993832,860,935
1765522551.003976,860,935
1765522551.0140727,860,935
1765522551.024443,860,935
1765522551.034621,860,935
1765522551.0452092,860,935
1765522551.0558197,860,935
1765522551.0660617,860,935
1765522551.07646,860,935
1765522551.0869086,860,935
1765522551.09751,860,935
1765522551.1077943,860,935
1765522551.1179404,860,935
1765522551.128406,860,935
1765522551.1390257,860,935
1765522551.1495526,860,935
1765522551.1600556,860,935
1765522551.17047,860,935
1765522551.1810286,860,935
1765522551.1913164,860,935
1765522551.201551,860,935
1765522551.2117944,860,935
1765522551.222007,860,935
1765522551.2323594,860,935
1765522551.2425828,860,935
1765522551.2529933,860,935
1765522551.2636893,860,935
1765522551.274137,860,935
1765522551.2847562,860,935
1765522551.2952077,860,935
1765522551.3055441,860,935
1765522551.3157732,860,935
1765522551.3262625,860,935
1765522551.3365655,860,935
1765522551.3471456,860,935
1765522551.357738,860,935
1765522551.368286,860,935
1765522551.3785818,860,935
1765522551.3888156,860,935
1765522551.398996,860,935
1765522551.4093895,860,935
1765522551.4200075,860,935
1765522551.430224,860,935
1765522551.4408417,860,935
1765522551.451391,860,935
1765522551.4616988,860,935
1765522551.4723315,860,935
1765522551.48259,860,935
1765522551.4929607,860,935
1765522551.5035362,860,935
1765522551.5140066,860,935
1765522551.5245922,860,935
1765522551.534793,860,935
1765522551.5452025,860,935
1765522551.5558739,860,935
1765522551.5674262,860,935
1765522551.5777411,860,935
1765522551.588256,860,935
1765522551.5984612,860,935
1765522551.6091368,860,935
1765522551.6199949,860,935
1765522551.6305819,860,935
1765522551.6408875,860,935
1765522551.6510417,860,935
1765522551.6615534,860,935
1765522551.6721694,860,935
1765522551.682357,860,935
1765522551.6925113,860,935
1765522551.703072,860,935
1765522551.713584,860,935
1765522551.7241604,860,935
1765522551.7344754,860,935
1765522551.7447283,860,935
1765522551.7549076,860,935
1765522551.7650661,860,935
1765522551.7755027,860,935
1765522551.78599,860,935
1765522551.796435,860,935
1765522551.8070407,860,935
1765522551.8177125,860,935
1765522551.8283513,860,935
1765522551.838579,860,935
1765522551.8491642,860,935
1765522551.8597655,860,935
1765522551.8704262,860,935
1765522551.880735,860,935
1765522551.8913054,860,935
1765522551.9014373,860,935
1765522551.9116535,860,935
1765522551.9219754,860,935
1765522551.9323697,860,935
1765522551.9430497,860,935
1765522551.9534423,860,935
1765522551.9638622,860,935
1765522551.9740765,860,935
1765522551.984189,860,935
1765522551.9944067,860,935
1765522552.004738,860,935
1765522552.015384,860,935
1765522552.025766,860,935
1765522552.0367663,860,935
1765522552.0471797,860,935
1765522552.0573308,860,935
1765522552.0675857,860,935
1765522552.077868,860,935
1765522552.088118,860,935
1765522552.098492,860,935
1765522552.108713,860,935
1765522552.1193392,860,935
1765522552.129966,860,935
1765522552.1404362,860,935
1765522552.150769,860,935
1765522552.1610339,860,935
1765522552.1716764,860,935
1765522552.1818242,860,935
1765522552.1925027,860,935
1765522552.2030778,860,935
1765522552.213343,860,935
1765522552.2236838,860,935
1765522552.2340152,860,935
1765522552.2445014,860,935
1765522552.2546444,860,935
1765522552.2652662,860,935
1765522552.2757533,860,935
1765522552.2863808,860,935
1765522552.2968817,860,935
1765522552.3074944,860,935
1765522552.3176236,860,935
1765522552.3282437,860,935
1765522552.3386683,860,935
1765522552.3492308,860,935
1765522552.3603518,860,935
1765522552.370726,860,935
1765522552.3811276,860,935
1765522552.391285,860,935
1765522552.4016318,860,935
1765522552.4120488,860,935
1765522552.4224105,860,935
1765522552.433002,860,935
1765522552.4435613,860,935
1765522552.4540339,860,935
1765522552.4646358,860,935
1765522552.475303,860,935
1765522552.4858525,860,935
1765522552.4961283,860,935
1765522552.5066438,860,935
1765522552.5173256,860,935
1765522552.5277677,860,935
1765522552.538226,860,935
1765522552.5487955,860,935
1765522552.559163,860,935
1765522552.5696914,860,935
1765522552.5802648,860,935
1765522552.5906436,860,935
1765522552.6011813,860,935
1765522552.6114647,860,935
1765522552.6218264,860,935
1765522552.631994,860,935
1765522552.6421952,860,935
1765522552.652641,860,935
1765522552.6628478,860,935
1765522552.6731827,860,935
1765522552.6836324,860,935
1765522552.6942558,860,935
1765522552.7047033,860,935
1765522552.7151284,860,935
1765522552.725382,860,935
1765522552.7356741,860,935
1765522552.7462962,860,935
1765522552.756743,860,935
1765522552.7673445,860,935
1765522552.7778761,860,935
1765522552.7884836,860,935
1765522552.7988951,860,935
1765522552.8092933,860,935
1765522552.8196774,860,935
1765522552.8299222,860,935
1765522552.840325,860,935
1765522552.8507283,860,935
1765522552.86137,860,935
1765522552.8716671,860,935
1765522552.8818927,860,935
1765522552.8920872,860,935
1765522552.902326,860,935
1765522552.9129713,860,935
1765522552.923226,860,935
1765522552.9338078,860,935
1765522552.944114,860,935
1765522552.9544427,860,935
1765522552.964569,860,935
1765522552.9749246,860,935
1765522552.9852674,860,935
1765522552.995422,860,935
1765522553.006065,860,935
1765522553.0162616,860,935
1765522553.0267227,860,935
1765522553.0369258,860,935
1765522553.0476081,860,935
1765522553.0579128,860,935
1765522553.0685267,860,935
1765522553.0791283,871,930
1765522553.089812,887,924
1765522553.1002135,914,911
1765522553.1106873,932,901
1765522553.1211743,944,891
1765522553.131653,954,881
1765522553.1421711,962,870
1765522553.1525514,971,858
1765522553.1626594,979,847
1765522553.1732087,986,834
1765522553.1835773,992,825
1765522553.1939993,997,815
1765522553.2043478,1002,804
1765522553.2146876,1006,796
1765522553.2252367,1010,788
1765522553.2359388,1012,782
1765522553.247235,1015,776
1765522553.257674,1018,769
1765522553.2682073,1021,762
1765522553.2786252,1022,756
1765522553.2891273,1025,748
1765522553.2996283,1026,741
1765522553.3102474,1028,732
1765522553.3208113,1029,722
1765522553.3311794,1030,710
1765522553.3417532,1030,700
1765522553.3523283,1030,688
1765522553.3627117,1030,677
1765522553.3731406,1029,665
1765522553.3834105,1026,651
1765522553.393947,1022,637
1765522553.4041471,1016,620
1765522553.4145823,1009,603
1765522553.4251516,1001,587
1765522553.4358728,994,572
1765522553.4462762,982,554
1765522553.4568598,970,538
1765522553.4671347,955,520
1765522553.4776404,941,505
1765522553.4881232,925,491
1765522553.4991243,908,477
1765522553.5096622,889,466
1765522553.519839,874,458
1765522553.5301154,859,451
1765522553.540577,845,447
1765522553.5506952,836,446
1765522553.561212,821,445
1765522553.571586,813,445
1765522553.5821311,807,446
1765522553.5925148,800,450
1765522553.6029816,795,453
1765522553.6134892,786,463
1765522553.624121,763,489
1765522553.6348743,756,502
1765522553.645178,748,514
1765522553.6555953,741,530
1765522553.666199,740,535
1765522553.6766148,736,557
1765522553.6867094,736,561
1765522553.697227,737,587
1765522553.7076912,741,600
1765522553.718124,745,612
1765522553.7286634,756,633
1765522553.739237,769,652
1765522553.7496316,788,672
1765522553.7606502,803,685
1765522553.7711303,825,699
1765522553.781271,844,707
1765522553.79161,860,712
1765522553.802246,886,717
1765522553.8127644,915,720
1765522553.8232825,935,720
1765522553.833624,956,719
1765522553.8438997,976,715
1765522553.8542628,996,709
1765522553.8646545,1027,695
1765522553.8751018,1044,683
1765522553.885642,1069,659
1765522553.8960218,1085,643
1765522553.9061723,1098,626
1765522553.9167976,1109,609
1765522553.9271352,1116,596
1765522553.9375856,1122,582
1765522553.9478884,1125,569
1765522553.9581633,1127,556
1765522553.9683244,1127,555
1765522553.9789677,1127,517
1765522553.9891474,1122,501
1765522553.999681,1119,492
1765522554.0102398,1103,461
1765522554.020774,1087,436
1765522554.0313191,1077,425
1765522554.04141,1052,400
1765522554.0520384,1042,392
1765522554.0625472,1015,373
1765522554.0731328,998,365
1765522554.0834107,980,359
1765522554.0936894,957,356
1765522554.1042569,924,354
1765522554.1147647,896,354
1765522554.1253576,874,357
1765522554.1356442,855,361
1765522554.1468706,837,368
1765522554.1570716,822,378
1765522554.1676428,807,394
1765522554.1779742,798,408
1765522554.188513,791,423
1765522554.1991293,789,440
1765522554.2096238,789,458
1765522554.2201798,792,510
1765522554.23067,798,532
1765522554.241202,807,556
1765522554.2517574,819,575
1765522554.2623222,836,599
1765522554.2728362,844,608
1765522554.2836447,874,638
1765522554.2940247,889,647
1765522554.304464,904,656
1765522554.315073,919,661
1765522554.3257666,935,665
1765522554.3367631,951,667
1765522554.3472023,968,667
1765522554.3577912,988,661
1765522554.3683374,1007,649
1765522554.378818,1021,636
1765522554.3895028,1034,618
1765522554.3999457,1043,601
1765522554.4104464,1054,575
1765522554.4210718,1059,560
1765522554.431528,1061,545
1765522554.4416277,1061,535
1765522554.4523644,1060,526
1765522554.462905,1057,515
1765522554.4734354,1052,506
1765522554.4840887,1046,497
1765522554.4945104,1035,487
1765522554.5050318,1019,474
1765522554.515232,1011,469
1765522554.5256643,969,453
1765522554.536216,944,449
1765522554.546738,922,448
1765522554.5572877,907,447
1765522554.5678017,874,448
1765522554.5783496,860,452
1765522554.5888696,851,457
1765522554.599534,841,466
1765522554.6101148,830,478
1765522554.6202304,822,493
1765522554.6304545,816,510
1765522554.641101,814,530
1765522554.6515865,814,549
1765522554.6619265,821,581
1765522554.6724272,828,599
1765522554.683027,835,610
1765522554.6934564,844,617
1765522554.703577,849,619
1765522554.7141364,872,623
1765522554.7243538,886,623
1765522554.7349045,902,622
1765522554.7450979,921,616
1765522554.755591,943,607
1765522554.7659128,964,594
1765522554.777062,983,579
1765522554.78755,998,563
1765522554.7982013,1008,551
1765522554.8086445,1017,539
1765522554.8191767,1026,525
1765522554.8301902,1030,516
1765522554.8406255,1033,508
1765522554.8511674,1033,500
1765522554.861808,1034,493
1765522554.8724208,1034,487
1765522554.8826952,1034,482
1765522554.8932667,1034,479
1765522554.9039588,1034,478
1765522554.914241,1034,478
1765522554.9245458,1034,478
1765522554.9346943,1034,478
1765522554.9452865,1034,478
1765522554.9558394,1034,478
1765522554.9668956,1034,478
1765522554.9774446,1034,478
1765522554.9880815,1034,478
1765522554.9986293,1034,478
1765522555.009217,1034,478
1765522555.0194883,1034,478
1765522555.0299513,1034,478
1765522555.0401955,1034,478
1765522555.0507717,1034,478
1765522555.061269,1034,478
1765522555.0716927,1034,478
1765522555.0818791,1034,478
1765522555.092368,1034,478
1765522555.1025636,1033,477
1765522555.1131294,1029,477
1765522555.123282,1022,476
1765522555.13347,1017,474
1765522555.1439874,1009,473
1765522555.1546073,1001,470
1765522555.1652582,992,467
1765522555.1755195,985,465
1765522555.186026,975,463
1765522555.1969454,964,461
1765522555.2074566,949,460
1765522555.2176347,929,458
1765522555.228155,908,458
1765522555.2385767,886,458
1765522555.2491684,866,458
1765522555.2595751,847,458
1765522555.269899,832,461
1765522555.280742,818,464
1765522555.2909772,809,469
1765522555.3015053,801,475
1765522555.3116062,794,482
1765522555.322001,790,491
1765522555.3324006,788,501
1765522555.34261,786,511
1765522555.3531203,786,521
1765522555.3635821,786,530
1765522555.374005,788,538
1765522555.3844628,790,545
1765522555.394639,792,550
1765522555.4051418,793,551
1765522555.4157128,795,557
1765522555.4261363,797,559
1765522555.4366739,799,562
1765522555.4472384,805,565
1765522555.457811,815,570
1765522555.4679651,834,577
1765522555.478496,860,584
1765522555.4887629,888,590
1765522555.498952,916,593
1765522555.5098221,940,595
1765522555.5200138,992,596
1765522555.530544,1023,596
1765522555.5409138,1047,593
1765522555.5510645,1070,588
1765522555.5615478,1101,580
1765522555.5720925,1119,573
1765522555.582613,1135,564
1765522555.5931785,1149,554
1765522555.603325,1154,549
1765522555.61373,1164,536
1765522555.6241124,1173,517
1765522555.6346252,1175,509
1765522555.6449456,1176,502
1765522555.6550758,1176,497
1765522555.6654277,1176,495
1765522555.6759613,1176,491
1765522555.6866903,1176,489
1765522555.6973357,1176,486
1765522555.7078195,1176,483
1765522555.7181556,1175,479
1765522555.7286873,1172,475
1765522555.7388952,1169,470
1765522555.7494948,1164,466
1765522555.7599936,1159,462
1765522555.7704597,1152,457
1765522555.7806425,1149,454
1765522555.7909174,1133,444
1765522555.8011425,1123,438
1765522555.8116536,1109,428
1765522555.8218665,1093,418
1765522555.8320947,1082,412
1765522555.8422365,1047,396
1765522555.85262,1023,387
1765522555.8627763,1002,379
1765522555.8733118,980,373
1765522555.8837883,965,369
1765522555.894215,955,367
1765522555.9048162,949,366
1765522555.915558,947,365
1765522555.9258828,947,365
1765522555.936179,947,365
1765522555.9468179,947,365
1765522555.957314,947,365
1765522555.9674685,947,365
1765522555.978053,947,365
1765522555.988344,946,365
1765522555.998623,944,367
1765522556.0087457,941,370
1765522556.0191383,938,375
1765522556.0292957,934,380
1765522556.0395176,928,386
1765522556.050126,921,395
1765522556.0604687,903,410
1765522556.0707784,887,422
1765522556.0809844,869,433
1765522556.0913825,849,446
1765522556.1019082,838,453
1765522556.1123562,809,470
1765522556.1228907,793,481
1765522556.1335425,778,491
1765522556.143912,768,497
1765522556.154478,761,501
1765522556.1647446,758,502
1765522556.1750584,757,503
1765522556.1856525,757,503
1765522556.1961532,757,503
1765522556.2068331,757,503
1765522556.217245,757,503
1765522556.2278194,757,503
1765522556.2383597,757,503
1765522556.2488844,757,503
1765522556.2591155,757,503
1765522556.269599,757,503
1765522556.2801762,758,506
1765522556.290729,763,508
1765522556.3010657,770,511
1765522556.3113532,788,520
1765522556.3219426,806,529
1765522556.3321133,829,541
1765522556.3424265,858,555
1765522556.3527396,870,561
1765522556.3628356,960,598
1765522556.373088,989,607
1765522556.3836558,1004,610
1765522556.3941915,1037,614
1765522556.404552,1048,616
1765522556.415141,1052,616
1765522556.4253323,1059,618
1765522556.4355998,1059,618
1765522556.4458685,1059,618
1765522556.4565222,1059,618
1765522556.4666905,1059,618
1765522556.4776785,1059,618
1765522556.4879043,1059,618
1765522556.4983253,1059,618
1765522556.5086808,1059,618
1765522556.519156,1059,618
1765522556.529568,1061,617
1765522556.5401947,1064,613
1765522556.5506992,1067,608
1765522556.5612025,1076,595
1765522556.5717912,1082,585
1765522556.5821478,1089,572
1765522556.5926878,1096,560
1765522556.6030455,1096,560
1765522556.6133008,1122,520
1765522556.623777,1128,511
1765522556.634186,1134,504
1765522556.6447272,1138,499
1765522556.6552885,1140,497
1765522556.6660774,1140,497
1765522556.676764,1140,497
1765522556.6872976,1140,497
1765522556.6976998,1140,497
1765522556.7082627,1140,497
1765522556.7187846,1140,497
1765522556.7290103,1140,497
1765522556.73927,1140,497
1765522556.7494705,1140,497
1765522556.7596054,1140,497
1765522556.7701335,1140,497
1765522556.7806735,1139,497
1765522556.790902,1137,498
1765522556.8012757,1134,498
1765522556.81187,1125,499
1765522556.8221545,1114,501
1765522556.8326523,1096,503
1765522556.8431244,1072,506
1765522556.8536355,1044,510
1765522556.863929,1018,514
1765522556.8741097,995,517
1765522556.884636,974,520
1765522556.8951156,959,525
1765522556.9055803,949,528
1765522556.9164507,945,530
1765522556.9266737,945,530
1765522556.936989,945,530
1765522556.9475932,945,530
1765522556.9577556,945,530
1765522556.968283,945,530
1765522556.9789004,945,530
1765522556.989477,945,530
1765522556.9996433,945,530
1765522557.0099983,945,530
1765522557.020422,945,530
1765522557.0310278,945,530
1765522557.041205,945,530
1765522557.0515902,945,530
1765522557.061838,945,530
1765522557.0721717,945,530
1765522557.0824554,945,530
1765522557.0927618,945,530
1765522557.103037,945,530
1765522557.1135116,945,530
1765522557.124152,945,530
1765522557.134763,945,530
1765522557.1454146,945,530
1765522557.1556451,945,530
1765522557.1663113,945,530
1765522557.1768372,945,530
1765522557.1874263,945,530
1765522557.1977963,945,530
1765522557.2083507,945,530
1765522557.218987,945,530
1765522557.229322,945,530
1765522557.2398949,945,530
1765522557.2505598,945,530
1765522557.2608564,945,530
1765522557.2715085,945,530
1765522557.2820783,945,530
1765522557.2924154,945,530
1765522557.302692,945,530
1765522557.3132987,945,530
1765522557.3236127,945,530
1765522557.3340974,945,530
1765522557.3443258,945,530
1765522557.3547683,945,530
1765522557.3650186,945,530
1765522557.375372,945,530
1765522557.3856506,945,530
1765522557.3961298,945,530
1765522557.4068336,945,530
1765522557.4174197,945,530
1765522557.427995,945,530
1765522557.4381366,945,530
1765522557.4483478,945,530
1765522557.4589272,945,530
1765522557.469235,945,530
1765522557.4795153,945,530
1765522557.4899108,945,530
1765522557.500359,945,530
1765522557.5105991,945,530
1765522557.5210721,945,530
1765522557.5314825,945,530
1765522557.5416756,945,530
1765522557.5518703,945,530
1765522557.5624778,945,530
1765522557.5726748,945,530
1765522557.5835574,945,530
1765522557.5938017,945,530
1765522557.6042514,945,530
1765522557.614715,945,530
1765522557.6250973,945,530
1765522557.6353912,945,530
1765522557.6456664,945,530
1765522557.6563666,945,530
1765522557.66685,945,530
1765522557.6772723,946,530
1765522557.6876163,950,530
1765522557.6981304,954,531
1765522557.7087145,960,532
1765522557.7192132,966,532
1765522557.7295847,972,533
1765522557.7398953,978,534
1765522557.7505794,985,535
1765522557.7611127,992,535
1765522557.7713158,999,537
1765522557.7816172,1004,537
1765522557.792207,1012,539
1765522557.8027012,1015,540
1765522557.8128579,1015,540
1765522557.8234875,1015,540
1765522557.8339143,1016,540
1765522557.8440852,1016,540
1765522557.854566,1016,540
1765522557.8651602,1016,540
1765522557.875631,1016,540
1765522557.8860118,1016,540
1765522557.897322,1016,540
1765522557.9077444,1016,540
1765522557.9182382,1016,540
1765522557.9287822,1016,540
1765522557.9390578,1016,541
1765522557.9492576,1018,542
1765522557.9598072,1020,544
1765522557.970275,1026,546
1765522557.9805765,1033,547
1765522557.991129,1045,548
1765522558.0017116,1055,548
1765522558.0121517,1076,548
1765522558.0226471,1092,546
1765522558.032792,1108,541
1765522558.0433602,1124,535
1765522558.053729,1138,526
1765522558.0638094,1151,516
1765522558.0739493,1162,505
1765522558.0841377,1169,495
1765522558.094452,1175,484
1765522558.1046648,1176,475
1765522558.1150928,1176,470
1765522558.1252553,1173,454
1765522558.1358428,1169,448
1765522558.1460881,1165,443
1765522558.1566556,1163,439
1765522558.167201,1162,439
1765522558.177648,1162,439
1765522558.1882799,1162,439
1765522558.1989028,1162,439
1765522558.2097068,1162,439
1765522558.220442,1162,439
1765522558.2310202,1162,439
1765522558.2412083,1162,439
1765522558.2513986,1162,439
1765522558.2615588,1162,439
1765522558.2720761,1162,439
1765522558.2822454,1162,439
1765522558.2924657,1162,439
1765522558.3026316,1162,439
1765522558.3127859,1161,439
1765522558.3228872,1156,439
1765522558.3334918,1149,439
1765522558.343577,1137,439
1765522558.354098,1120,439
1765522558.3645523,1095,441
1765522558.3751113,1069,443
1765522558.385572,1037,447
1765522558.3956473,1007,450
1765522558.4057786,976,453
1765522558.4159129,948,454
1765522558.4265497,923,456
1765522558.436862,905,456
1765522558.4470267,897,456
1765522558.457625,887,455
1765522558.4677377,887,455
1765522558.4778476,887,455
1765522558.488101,887,455
1765522558.4988022,887,455
1765522558.5093753,887,455
1765522558.5195704,887,455
1765522558.5302417,887,455
1765522558.5408711,887,455
1765522558.5516257,887,455
1765522558.5620673,886,455
1765522558.5725727,883,456
1765522558.5827932,881,457
1765522558.5932598,880,459
1765522558.6036496,879,462
1765522558.6138122,879,465
1765522558.6241357,879,469
1765522558.6342673,883,473
1765522558.6443765,885,475
1765522558.6544943,890,482
1765522558.6645834,891,483
1765522558.6750972,896,490
1765522558.6856966,898,494
1765522558.696224,902,499
1765522558.7068615,906,504
1765522558.7173355,916,516
1765522558.727687,926,530
1765522558.7382853,940,545
1765522558.7486198,948,553
1765522558.7589972,979,584
1765522558.7696683,994,597
1765522558.7799854,1002,605
1765522558.790501,1019,618
1765522558.8009868,1023,622
1765522558.8114798,1024,622
1765522558.8221152,1024,622
1765522558.832303,1024,622
1765522558.8427439,1024,622
1765522558.8529055,1024,622
1765522558.8630126,1024,622
1765522558.873554,1024,622
1765522558.8840575,1024,622
1765522558.8941824,1024,622
1765522558.9044983,1024,622
1765522558.9150684,1025,622
1765522558.9255884,1028,619
1765522558.93611,1032,614
1765522558.9467413,1035,612
1765522558.9570568,1053,597
1765522558.9675684,1068,583
1765522558.9778762,1081,571
1765522558.9884655,1094,556
1765522558.9986,1106,544
1765522559.0091617,1120,525
